2024-09-14,60000
2024-09-13,5000
2024-09-11,30000
2024-09-10,45000
2024-09-09,60000
2024-09-07,30000
2024-09-04,10000
2024-09-02,5000
2024-08-26,10000
2024-08-25,10000
2024-08-23,5000
2024-08-22,0
2024-08-21,0
2024-08-20,0
2024-08-19,0
2024-08-18,0
2024-08-17,0
2024-08-16,0
2024-08-15,0
2024-08-14,10000
2024-08-13,20000
2024-08-12,25000
2024-08-11,40000
2024-08-10,10000
2024-08-09,0
2024-08-08,50000
2024-08-07,90000
2024-08-06,0
2024-08-05,40000
2024-08-04,0
2024-08-03,0
2024-08-02,25000
2024-08-01,30000
2024-07-31,40000
2024-07-30,0
2024-07-29,0
2024-07-28,0
2024-07-27,0
2024-07-26,0
2024-07-25,0
2024-07-24,0
2024-07-23,0
2024-07-22,0
2024-07-21,0
2024-07-20,0
2024-07-19,40000
2024-07-18,35000
2024-07-17,0
2024-07-16,0
2024-07-15,0
2024-07-14,0
2024-07-13,0
2024-07-12,0
2024-07-11,0
2024-07-10,0
2024-07-09,0
2024-07-08,0
2024-07-07,30000
2024-07-06,0
2024-07-05,0
2024-07-04,0
2024-07-03,0
2024-07-02,0
2024-07-01,0
2024-06-30,45000
2024-06-29,20000
2024-06-28,10000
2024-06-27,0
2024-06-26,40000
2024-06-25,0
